ID,Description,source,Ratio,BgRatio,pvalue,FDR,disease_class,disease_class_name,disease_semantic_type,shared_geneid,shared_symbol,Count,gg,sig
C0027643,"Neoplasm Recurrence, Local",CURATED,7/213,39/9703,1.8927672383552377e-5,4.779237276846975e-4,C04;C23,"Neoplasms;Pathological Conditions, Signs and Symptoms",Neoplastic Process,1956;2064;2099;7422;238;367;3815,EGFR;ERBB2;ESR1;VEGFA;ALK;AR;KIT,7,0.02857142857142857,TRUE
C0334579,Anaplastic astrocytoma,CURATED,6/213,27/9703,2.1065890895517547e-5,5.237304567254824e-4,C04,Neoplasms,Neoplastic Process,2099;2100;4233;367;4915;3082,ESR1;ESR2;MET;AR;NTRK2;HGF,6,0.024489795918367346,TRUE
C0027627,Neoplasm Metastasis,CURATED,16/213,217/9703,2.2560615940760785e-5,5.523932630343853e-4,C04;C23,"Neoplasms;Pathological Conditions, Signs and Symptoms",Neoplastic Process,5728;1719;1956;2064;2099;4233;6774;7422;238;5243;3082;2065;1436;2321;558;3274,PTEN;DHFR;EGFR;ERBB2;ESR1;MET;STAT3;VEGFA;ALK;ABCB1;HGF;ERBB3;CSF1R;FLT1;AXL;HRH2,16,0.0653061224489796,TRUE
C0024713,Manic Disorder,CURATED,9/213,71/9703,2.3045668735692216e-5,5.558477712966958e-4,F03,Mental Disorders,Mental or Behavioral Dysfunction,2932;10014;6532;627;1812;4915;4914;6326;6789,GSK3B;HDAC5;SLC6A4;BDNF;DRD1;NTRK2;NTRK1;SCN2A;STK4,9,0.036734693877551024,TRUE
C0496956,Neoplasm of uncertain or unknown behavior of breast,CURATED,7/213,41/9703,2.665378589468825e-5,6.242393913886407e-4,C04;C17,Neoplasms;Skin and Connective Tissue Diseases,Neoplastic Process,5728;2064;2099;695;2066;9175;11200,PTEN;ERBB2;ESR1;BTK;ERBB4;MAP3K13;CHEK2,7,0.02857142857142857,TRUE
C0858252,Breast adenocarcinoma,CURATED,7/213,41/9703,2.665378589468825e-5,6.242393913886407e-4,C04;C17,Neoplasms;Skin and Connective Tissue Diseases,Neoplastic Process,5728;2064;2099;695;2066;9175;11200,PTEN;ERBB2;ESR1;BTK;ERBB4;MAP3K13;CHEK2,7,0.02857142857142857,TRUE
C0025261,Memory Disorders,CURATED,7/213,43/9703,3.6806539200809896e-5,8.03775234439308e-4,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Mental or Behavioral Dysfunction,6774;7422;6532;3363;6531;1128;3362,STAT3;VEGFA;SLC6A4;HTR7;SLC6A3;CHRM1;HTR6,7,0.02857142857142857,TRUE
C0751292,Age-Related Memory Disorders,CURATED,7/213,43/9703,3.6806539200809896e-5,8.03775234439308e-4,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Mental or Behavioral Dysfunction,6774;7422;6532;3363;6531;1128;3362,STAT3;VEGFA;SLC6A4;HTR7;SLC6A3;CHRM1;HTR6,7,0.02857142857142857,TRUE
C0751293,"Memory Disorder, Semantic",CURATED,7/213,43/9703,3.6806539200809896e-5,8.03775234439308e-4,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Mental or Behavioral Dysfunction,6774;7422;6532;3363;6531;1128;3362,STAT3;VEGFA;SLC6A4;HTR7;SLC6A3;CHRM1;HTR6,7,0.02857142857142857,TRUE
C0751294,"Memory Disorder, Spatial",CURATED,7/213,43/9703,3.6806539200809896e-5,8.03775234439308e-4,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Mental or Behavioral Dysfunction,6774;7422;6532;3363;6531;1128;3362,STAT3;VEGFA;SLC6A4;HTR7;SLC6A3;CHRM1;HTR6,7,0.02857142857142857,TRUE
C0751295,Memory Loss,CURATED,7/213,43/9703,3.6806539200809896e-5,8.03775234439308e-4,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Sign or Symptom,6774;7422;6532;3363;6531;1128;3362,STAT3;VEGFA;SLC6A4;HTR7;SLC6A3;CHRM1;HTR6,7,0.02857142857142857,TRUE
C0024809,Marijuana Abuse,CURATED,6/213,30/9703,3.999342478597866e-5,8.617249927218868e-4,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,1956;2099;6532;5243;1432;1133,EGFR;ESR1;SLC6A4;ABCB1;MAPK14;CHRM5,6,0.024489795918367346,TRUE
C0279680,Transitional cell carcinoma of bladder,CURATED,3/213,4/9703,4.109275457544556e-5,8.737617288673688e-4,C04;C12;C13,Neoplasms;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,613;2321;5979,BCR;FLT1;RET,3,0.012244897959183673,TRUE
C0233794,Memory impairment,CURATED,7/213,44/9703,4.296239335863811e-5,8.90092662404605e-4,C10;C23;F01,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms;Behavior and Behavior Mechanisms",Mental or Behavioral Dysfunction,6774;7422;6532;3363;6531;1128;3362,STAT3;VEGFA;SLC6A4;HTR7;SLC6A3;CHRM1;HTR6,7,0.02857142857142857,TRUE
C3887461,Head and Neck Carcinoma,CURATED,4/213,10/9703,4.280953876097706e-5,8.90092662404605e-4,C04,Neoplasms,Neoplastic Process,2263;1956;2064;2065,FGFR2;EGFR;ERBB2;ERBB3,4,0.0163265306122449,TRUE
C0338831,Manic,CURATED,9/213,78/9703,4.940995445098073e-5,0.001010715017630188,F03,Mental Disorders,Mental or Behavioral Dysfunction,2932;10014;6532;627;1812;4915;4914;6326;6789,GSK3B;HDAC5;SLC6A4;BDNF;DRD1;NTRK2;NTRK1;SCN2A;STK4,9,0.036734693877551024,TRUE
C0005587,"Depression, Bipolar",CURATED,9/213,79/9703,5.471469994636352e-5,0.0011052369389165431,F03,Mental Disorders,Mental or Behavioral Dysfunction,2932;10014;6532;627;1812;4915;4914;6326;6789,GSK3B;HDAC5;SLC6A4;BDNF;DRD1;NTRK2;NTRK1;SCN2A;STK4,9,0.036734693877551024,TRUE
C0087086,Thrombus,CURATED,7/213,46/9703,5.781518307099256e-5,0.0011534485906509132,C14,Cardiovascular Diseases,Pathologic Function,79001;3082;2159;2322;10461;1577;7301,VKORC1;HGF;F10;FLT3;MERTK;CYP3A5;TYRO3,7,0.02857142857142857,TRUE
C0041409,"Turner Syndrome, Male",CURATED,4/213,11/9703,6.61165041736941e-5,0.0012569914205257608,C05;C14;C16;C17,"Musculoskeletal Diseases;Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases",Disease or Syndrome,5894;1969;5604;5605,RAF1;EPHA2;MAP2K1;MAP2K2,4,0.0163265306122449,TRUE
C0282612,Prostatic Intraepithelial Neoplasias,CURATED,4/213,11/9703,6.61165041736941e-5,0.0012569914205257608,C04,Neoplasms,Neoplastic Process,5728;2099;2100;367,PTEN;ESR1;ESR2;AR,4,0.0163265306122449,TRUE
C1527404,Female Pseudo-Turner Syndrome,CURATED,4/213,11/9703,6.61165041736941e-5,0.0012569914205257608,C05;C14;C16;C17,"Musculoskeletal Diseases;Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases",Congenital Abnormality,5894;1969;5604;5605,RAF1;EPHA2;MAP2K1;MAP2K2,4,0.0163265306122449,TRUE
C4551602,Noonan Syndrome 1,CURATED,4/213,11/9703,6.61165041736941e-5,0.0012569914205257608,C05;C14;C16;C17,"Musculoskeletal Diseases;Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases",Disease or Syndrome,5894;1969;5604;5605,RAF1;EPHA2;MAP2K1;MAP2K2,4,0.0163265306122449,TRUE
C0018800,Cardiomegaly,CURATED,9/213,82/9703,7.359840519882459e-5,0.0013670692276011556,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Finding,2932;1571;6774;3066;152;6714;2247;3357;147,GSK3B;CYP2E1;STAT3;HDAC2;ADRA2C;SRC;FGF2;HTR2B;ADRA1B,9,0.036734693877551024,TRUE
C1383860,Cardiac Hypertrophy,CURATED,9/213,82/9703,7.359840519882459e-5,0.0013670692276011556,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Pathologic Function,2932;1571;6774;3066;152;6714;2247;3357;147,GSK3B;CYP2E1;STAT3;HDAC2;ADRA2C;SRC;FGF2;HTR2B;ADRA1B,9,0.036734693877551024,TRUE
C0040053,Thrombosis,CURATED,7/213,49/9703,8.774990011746154e-5,0.0016114072567024755,C14,Cardiovascular Diseases,Pathologic Function,79001;3082;2159;2322;10461;1577;7301,VKORC1;HGF;F10;FLT3;MERTK;CYP3A5;TYRO3,7,0.02857142857142857,TRUE
C0175704,LEOPARD Syndrome,CURATED,5/213,22/9703,9.466152516491617e-5,0.0017187980299607252,C05;C14;C16;C17,"Musculoskeletal Diseases;Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases",Disease or Syndrome,5728;5894;1969;5604;5605,PTEN;RAF1;EPHA2;MAP2K1;MAP2K2,5,0.02040816326530612,TRUE
C0030567,Parkinson Disease,CURATED,9/213,85/9703,9.768750656338673e-5,0.0017347583583124501,C10,Nervous System Diseases,Disease or Syndrome,1571;627;1812;6531;1728;5243;3082;120892;2580,CYP2E1;BDNF;DRD1;SLC6A3;NQO1;ABCB1;HGF;LRRK2;GAK,9,0.036734693877551024,TRUE
C0338715,Drug-induced depressive state,CURATED,4/213,12/9703,9.747222744554161e-5,0.0017347583583124501,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;627;1432;3454,SLC6A4;BDNF;MAPK14;IFNAR1,4,0.0163265306122449,TRUE
C0023453,L2 Acute Lymphoblastic Leukemia,CURATED,7/213,50/9703,1.0015515709351603e-4,0.0017592471072078468,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,25;1571;1728;5243;613;2322;3055,ABL1;CYP2E1;NQO1;ABCB1;BCR;FLT3;HCK,7,0.02857142857142857,TRUE
C0085762,Alcohol abuse,CURATED,8/213,67/9703,1.0192495310492645e-4,0.0017710830561028078,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,1571;1956;6532;886;6462;627;2534;6531,CYP2E1;EGFR;SLC6A4;CCKAR;SHBG;BDNF;FYN;SLC6A3,8,0.0326530612244898,TRUE
C0023452,Childhood Acute Lymphoblastic Leukemia,CURATED,7/213,52/9703,1.2925231923242825e-4,0.002222039871059618,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,25;1571;1728;5243;613;2322;3055,ABL1;CYP2E1;NQO1;ABCB1;BCR;FLT3;HCK,7,0.02857142857142857,TRUE
C0259783,mixed gliomas,CURATED,8/213,70/9703,1.3943820085995297e-4,0.0023472097144758746,C04,Neoplasms,Neoplastic Process,5728;2064;4915;4914;5894;6098;2247;4916,PTEN;ERBB2;NTRK2;NTRK1;RAF1;ROS1;FGF2;NTRK3,8,0.0326530612244898,TRUE
C0555198,Malignant Glioma,CURATED,8/213,70/9703,1.3943820085995297e-4,0.0023472097144758746,C04,Neoplasms,Neoplastic Process,5728;2064;4915;4914;5894;6098;2247;4916,PTEN;ERBB2;NTRK2;NTRK1;RAF1;ROS1;FGF2;NTRK3,8,0.0326530612244898,TRUE
C0149925,Small cell carcinoma of lung,CURATED,7/213,54/9703,1.6486088263830434e-4,0.002746548312819586,C04;C08,Neoplasms;Respiratory Tract Diseases,Neoplastic Process,5728;1956;3815;2045;1760;2049;2241,PTEN;EGFR;KIT;EPHA7;DMPK;EPHB3;FER,7,0.02857142857142857,TRUE
C0027686,Pathologic Neovascularization,CURATED,3/213,6/9703,1.9885368137714842e-4,0.0032790566235252226,C23,"Pathological Conditions, Signs and Symptoms",Pathologic Function,3791;7422;7010,KDR;VEGFA;TEK,3,0.012244897959183673,TRUE
C0027626,Neoplasm Invasiveness,CURATED,13/213,184/9703,2.048580196270268e-4,0.0033439450476492453,C04;C23,"Neoplasms;Pathological Conditions, Signs and Symptoms",Pathologic Function,5728;1571;1956;2099;4233;6462;5970;5747;3082;6714;558;4751;9891,PTEN;CYP2E1;EGFR;ESR1;MET;SHBG;RELA;PTK2;HGF;SRC;AXL;NEK2;NUAK1,13,0.053061224489795916,TRUE
C0024232,Lymphatic Metastasis,CURATED,5/213,26/9703,2.201245874356592e-4,0.0035572133329602527,C04;C23,"Neoplasms;Pathological Conditions, Signs and Symptoms",Neoplastic Process,2064;2475;4233;6774;6462,ERBB2;MTOR;MET;STAT3;SHBG,5,0.02040816326530612,TRUE
C0236733,Amphetamine-Related Disorders,CURATED,8/213,75/9703,2.2686451622335932e-4,0.0035593500797762006,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;627;5970;1812;3351;6531;5607;3362,SLC6A4;BDNF;RELA;DRD1;HTR1B;SLC6A3;MAP2K5;HTR6,8,0.0326530612244898,TRUE
C0236804,Amphetamine Addiction,CURATED,8/213,75/9703,2.2686451622335932e-4,0.0035593500797762006,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;627;5970;1812;3351;6531;5607;3362,SLC6A4;BDNF;RELA;DRD1;HTR1B;SLC6A3;MAP2K5;HTR6,8,0.0326530612244898,TRUE
C0236807,Amphetamine Abuse,CURATED,8/213,75/9703,2.2686451622335932e-4,0.0035593500797762006,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,6532;627;5970;1812;3351;6531;5607;3362,SLC6A4;BDNF;RELA;DRD1;HTR1B;SLC6A3;MAP2K5;HTR6,8,0.0326530612244898,TRUE
C0006142,Malignant neoplasm of breast,CURATED,41/213,1074/9703,2.8899317646864425e-4,0.004490509357435857,C04;C17,Neoplasms;Skin and Connective Tissue Diseases,Neoplastic Process,2263;5728;1719;25;1956;2064;2099;2100;2475;3791;6774;695;5970;238;367;6531;148;1728;2066;6790;5243;2065;6714;9759;1111;1436;1453;2050;2321;3756;3815;4193;4214;5058;5894;7010;7016;9175;11200;23387;51564,FGFR2;PTEN;DHFR;ABL1;EGFR;ERBB2;ESR1;ESR2;MTOR;KDR;STAT3;BTK;RELA;ALK;AR;SLC6A3;ADRA1A;NQO1;ERBB4;AURKA;ABCB1;ERBB3;SRC;HDAC4;CHEK1;CSF1R;CSNK1D;EPHB4;FLT1;KCNH1;KIT;MDM2;MAP3K1;PAK1;RAF1;TEK;TESK1;MAP3K13;CHEK2;SIK3;HDAC7,41,0.1673469387755102,TRUE
C0002768,Congenital Pain Insensitivity,CURATED,3/213,7/9703,3.423591249887261e-4,0.0049842553692052375,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4914;6335;6336,NTRK1;SCN9A;SCN10A,3,0.012244897959183673,TRUE
C0017636,Glioblastoma,CURATED,8/213,79/9703,3.2545736149928545e-4,0.0049842553692052375,C04,Neoplasms,Neoplastic Process,5728;1956;2475;4233;7422;23476;5747;5156,PTEN;EGFR;MTOR;MET;VEGFA;BRD4;PTK2;PDGFRA,8,0.0326530612244898,TRUE
C0020075,"Hereditary Sensory Autonomic Neuropathy, Type 5",CURATED,3/213,7/9703,3.423591249887261e-4,0.0049842553692052375,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,4914;6335;6336,NTRK1;SCN9A;SCN10A,3,0.012244897959183673,TRUE
C1969342,"PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED",CURATED,3/213,7/9703,3.423591249887261e-4,0.0049842553692052375,C08,Respiratory Tract Diseases,Disease or Syndrome,10014;9759;3065,HDAC5;HDAC4;HDAC1,3,0.012244897959183673,TRUE
C1969343,"Pulmonary Hypertension, Primary, Fenfluramine-Associated",CURATED,3/213,7/9703,3.423591249887261e-4,0.0049842553692052375,C08,Respiratory Tract Diseases,Disease or Syndrome,10014;9759;3065,HDAC5;HDAC4;HDAC1,3,0.012244897959183673,TRUE
C3714844,"Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia",CURATED,3/213,7/9703,3.423591249887261e-4,0.0049842553692052375,C08,Respiratory Tract Diseases,Disease or Syndrome,10014;9759;3065,HDAC5;HDAC4;HDAC1,3,0.012244897959183673,TRUE
C4552070,"Pulmonary Hypertension, Primary, 1",CURATED,3/213,7/9703,3.423591249887261e-4,0.0049842553692052375,C08,Respiratory Tract Diseases,Disease or Syndrome,10014;9759;3065,HDAC5;HDAC4;HDAC1,3,0.012244897959183673,TRUE
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,CURATED,7/213,61/9703,3.566578277547517e-4,0.00514606294331856,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,25;1571;1728;5243;613;2322;3055,ABL1;CYP2E1;NQO1;ABCB1;BCR;FLT3;HCK,7,0.02857142857142857,TRUE
C0033975,Psychotic Disorders,CURATED,9/213,101/9703,3.6601411126557814e-4,0.0052343256973909225,F03,Mental Disorders,Mental or Behavioral Dysfunction,2263;886;627;3066;3351;4914;3757;5243;3361,FGFR2;CCKAR;BDNF;HDAC2;HTR1B;NTRK1;KCNH2;ABCB1;HTR5A,9,0.036734693877551024,TRUE
C0149504,"Encephalopathy, Toxic",CURATED,5/213,29/9703,3.766643680442865e-4,0.005247324299651439,C10;C25,Nervous System Diseases;Chemically-Induced Disorders,Injury or Poisoning,2475;1728;5243;147;1577,MTOR;NQO1;ABCB1;ADRA1B;CYP3A5,5,0.02040816326530612,TRUE
C0154659,Toxic Encephalitis,CURATED,5/213,29/9703,3.766643680442865e-4,0.005247324299651439,C10;C25,Nervous System Diseases;Chemically-Induced Disorders,Injury or Poisoning,2475;1728;5243;147;1577,MTOR;NQO1;ABCB1;ADRA1B;CYP3A5,5,0.02040816326530612,TRUE
C0235032,Neurotoxicity Syndromes,CURATED,5/213,29/9703,3.766643680442865e-4,0.005247324299651439,C10;C25,Nervous System Diseases;Chemically-Induced Disorders,Injury or Poisoning,2475;1728;5243;147;1577,MTOR;NQO1;ABCB1;ADRA1B;CYP3A5,5,0.02040816326530612,TRUE
C0007137,Squamous cell carcinoma,CURATED,10/213,124/9703,3.916019643353585e-4,0.0054087929432986275,C04,Neoplasms,Neoplastic Process,1956;3312;4233;6774;7422;3066;5747;3082;3065;4921,EGFR;HSPA8;MET;STAT3;VEGFA;HDAC2;PTK2;HGF;HDAC1;DDR2,10,0.04081632653061224,TRUE
C0153943,Benign neoplasm of stomach,CURATED,4/213,17/9703,4.2986107306817545e-4,0.005693897492444029,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,2263;2064;4233;2065,FGFR2;ERBB2;MET;ERBB3,4,0.0163265306122449,TRUE
C0154060,Carcinoma in situ of stomach,CURATED,4/213,17/9703,4.2986107306817545e-4,0.005693897492444029,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,2263;2064;4233;2065,FGFR2;ERBB2;MET;ERBB3,4,0.0163265306122449,TRUE
C0340543,Familial primary pulmonary hypertension,CURATED,4/213,17/9703,4.2986107306817545e-4,0.005693897492444029,C08,Respiratory Tract Diseases,Disease or Syndrome,10014;9759;94;3065,HDAC5;HDAC4;ACVRL1;HDAC1,4,0.0163265306122449,TRUE
C0496905,Neoplasm of uncertain or unknown behavior of stomach,CURATED,4/213,17/9703,4.2986107306817545e-4,0.005693897492444029,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,2263;2064;4233;2065,FGFR2;ERBB2;MET;ERBB3,4,0.0163265306122449,TRUE
C0740457,Malignant neoplasm of kidney,CURATED,6/213,45/9703,4.1696572055034865e-4,0.005693897492444029,C04;C12;C13,Neoplasms;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,5728;4233;6790;5243;5894;558,PTEN;MET;AURKA;ABCB1;RAF1;AXL,6,0.024489795918367346,TRUE
C0085109,Corneal Neovascularization,CURATED,2/213,2/9703,4.7987400598113473e-4,0.006058409325511826,C11;C23,"Eye Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;2247,VEGFA;FGF2,2,0.00816326530612245,TRUE
C0265326,Bannayan-Riley-Ruvalcaba Syndrome,CURATED,2/213,2/9703,4.7987400598113473e-4,0.006058409325511826,C04;C16,"Neoplasms;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2263;5728,FGFR2;PTEN,2,0.00816326530612245,TRUE
C0391826,Lhermitte-Duclos disease,CURATED,2/213,2/9703,4.7987400598113473e-4,0.006058409325511826,C04;C16,"Neoplasms;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Neoplastic Process,2263;5728,FGFR2;PTEN,2,0.00816326530612245,TRUE
C1955861,T-Cell Large Granular Lymphocyte Leukemia,CURATED,2/213,2/9703,4.7987400598113473e-4,0.006058409325511826,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,6774;6777,STAT3;STAT5B,2,0.00816326530612245,TRUE
C1959582,PTEN Hamartoma Tumor Syndrome,CURATED,2/213,2/9703,4.7987400598113473e-4,0.006058409325511826,C04;C16,"Neoplasms;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Neoplastic Process,2263;5728,FGFR2;PTEN,2,0.00816326530612245,TRUE
C4016109,"HEMANGIOMA, CAPILLARY INFANTILE, SOMATIC",CURATED,2/213,2/9703,4.7987400598113473e-4,0.006058409325511826,NA,NA,Finding,3791;2324,KDR;FLT4,2,0.00816326530612245,TRUE
C0018923,Hemangiosarcoma,CURATED,4/213,18/9703,5.432293078356441e-4,0.0067527581650953915,C04,Neoplasms,Neoplastic Process,3791;7422;2321;7010,KDR;VEGFA;FLT1;TEK,4,0.0163265306122449,TRUE
C0699885,Carcinoma of bladder,CURATED,4/213,18/9703,5.432293078356441e-4,0.0067527581650953915,C04;C12;C13,Neoplasms;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,2261;2475;2043;2065,FGFR3;MTOR;EPHA4;ERBB3,4,0.0163265306122449,TRUE
C0007193,"Cardiomyopathy, Dilated",CURATED,6/213,48/9703,5.947702332126448e-4,0.00733701295321858,C14,Cardiovascular Diseases,Disease or Syndrome,1956;154;6462;153;5894;150094,EGFR;ADRB2;SHBG;ADRB1;RAF1;SIK1,6,0.024489795918367346,TRUE
C0270823,Petit mal status,CURATED,7/213,67/9703,6.361836867849782e-4,0.007504181298135217,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;627;2185;4915;6714;5979;4916,VEGFA;BDNF;PTK2B;NTRK2;SRC;RET;NTRK3,7,0.02857142857142857,TRUE
C0311335,Grand Mal Status Epilepticus,CURATED,7/213,67/9703,6.361836867849782e-4,0.007504181298135217,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;627;2185;4915;6714;5979;4916,VEGFA;BDNF;PTK2B;NTRK2;SRC;RET;NTRK3,7,0.02857142857142857,TRUE
C0393734,Complex Partial Status Epilepticus,CURATED,7/213,67/9703,6.361836867849782e-4,0.007504181298135217,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;627;2185;4915;6714;5979;4916,VEGFA;BDNF;PTK2B;NTRK2;SRC;RET;NTRK3,7,0.02857142857142857,TRUE
C0751522,"Status Epilepticus, Subclinical",CURATED,7/213,67/9703,6.361836867849782e-4,0.007504181298135217,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;627;2185;4915;6714;5979;4916,VEGFA;BDNF;PTK2B;NTRK2;SRC;RET;NTRK3,7,0.02857142857142857,TRUE
C0751523,Non-Convulsive Status Epilepticus,CURATED,7/213,67/9703,6.361836867849782e-4,0.007504181298135217,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;627;2185;4915;6714;5979;4916,VEGFA;BDNF;PTK2B;NTRK2;SRC;RET;NTRK3,7,0.02857142857142857,TRUE
C0751524,Simple Partial Status Epilepticus,CURATED,7/213,67/9703,6.361836867849782e-4,0.007504181298135217,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;627;2185;4915;6714;5979;4916,VEGFA;BDNF;PTK2B;NTRK2;SRC;RET;NTRK3,7,0.02857142857142857,TRUE
C0018671,Head and Neck Neoplasms,CURATED,5/213,33/9703,7.009553384936312e-4,0.00814923616550869,C04,Neoplasms,Neoplastic Process,2263;1956;2064;7422;2065,FGFR2;EGFR;ERBB2;VEGFA;ERBB3,5,0.02040816326530612,TRUE
C0038220,Status Epilepticus,CURATED,7/213,68/9703,6.961885748721931e-4,0.00814923616550869,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,7422;627;2185;4915;6714;5979;4916,VEGFA;BDNF;PTK2B;NTRK2;SRC;RET;NTRK3,7,0.02857142857142857,TRUE
C0035126,Reperfusion Injury,CURATED,8/213,89/9703,7.30576726337153e-4,0.008432942784005994,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Injury or Poisoning,5728;3312;3791;6774;5970;3383;3082;2247,PTEN;HSPA8;KDR;STAT3;RELA;ICAM1;HGF;FGF2,8,0.0326530612244898,TRUE
C1449563,"Cardiomyopathy, Familial Idiopathic",CURATED,6/213,50/9703,7.42629723323781e-4,0.008511273992136385,C14,Cardiovascular Diseases,Disease or Syndrome,1956;154;6462;153;5894;150094,EGFR;ADRB2;SHBG;ADRB1;RAF1;SIK1,6,0.024489795918367346,TRUE
C0007102,Malignant tumor of colon,CURATED,11/213,159/9703,7.501999446345005e-4,0.008537486693868682,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,1956;2064;2475;6774;7422;5970;3383;23476;3757;6714;11200,EGFR;ERBB2;MTOR;STAT3;VEGFA;RELA;ICAM1;BRD4;KCNH2;SRC;CHEK2,11,0.044897959183673466,TRUE
C0221480,Recurrent depression,CURATED,3/213,9/9703,7.953088692625472e-4,0.008987546382715218,F03,Mental Disorders,Mental or Behavioral Dysfunction,6532;1812;6530,SLC6A4;DRD1;SLC6A2,3,0.012244897959183673,TRUE
C4048328,cervical cancer,CURATED,5/213,34/9703,8.073037387428712e-4,0.009059741957003332,C04;C13,Neoplasms;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,2261;1956;2475;6774;7422,FGFR3;EGFR;MTOR;STAT3;VEGFA,5,0.02040816326530612,TRUE
C0007873,Uterine Cervical Neoplasm,CURATED,5/213,35/9703,9.25237775994896e-4,0.010311615489708634,C04;C13,Neoplasms;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,2261;1956;2475;6774;7422,FGFR3;EGFR;MTOR;STAT3;VEGFA,5,0.02040816326530612,TRUE
C0005695,Bladder Neoplasm,CURATED,10/213,140/9703,0.00101580670357045,0.010976416659732651,C04;C12;C13,Neoplasms;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Neoplastic Process,2261;1956;2099;2100;2475;1728;2065;6714;9759;225689,FGFR3;EGFR;ESR1;ESR2;MTOR;NQO1;ERBB3;SRC;HDAC4;MAPK15,10,0.04081632653061224,TRUE
